0.2403888106, 0.1620288491
0.2315891534, 0.1560976207
0.2234157175, 0.1505884826
0.2149936557, 0.1449117959
0.2064709067, 0.1391672194
0.1979103684, 0.1333971620
0.1893497854, 0.1276270896
0.1809581816, 0.1219709218
0.1729366630, 0.1165641844
0.1653617471, 0.1114584729
0.1583288461, 0.1067181006
0.1518115997, 0.1023253053
0.1456982940, 0.0982047692
0.1398034543, 0.0942314789
0.1341563463, 0.0904251635
0.1288550943, 0.0868519619
0.1240237951, 0.0835955441
0.1197589114, 0.0807208866
0.1160314530, 0.0782084763
0.1127460152, 0.0759939998
0.1098291352, 0.0740279406
0.1072179750, 0.0722679347
0.1048739478, 0.0706880018
0.1027404517, 0.0692499653
0.1007373855, 0.0678998381
0.0988089442, 0.0666000172
0.0969032422, 0.0653155148
0.0949993730, 0.0640322566
0.0930956602, 0.0627491027
0.0911776796, 0.0614563227
0.0892593116, 0.0601632968
0.0873789191, 0.0588958561
0.0855986550, 0.0576959066
0.0839732811, 0.0566003621
0.0825546458, 0.0556441620
0.0813529417, 0.0548341759
0.0803516284, 0.0541592650
0.0794788525, 0.0535709895
0.0786662400, 0.0530232675
0.0778331161, 0.0524617173
0.0769244060, 0.0518492199
0.0759144276, 0.0511684641
0.0748001933, 0.0504174419
0.0735901669, 0.0496018492
0.0722957179, 0.0487293527
0.0709396675, 0.0478153378
0.0695271716, 0.0468632765
0.0680716112, 0.0458821915
0.0666095391, 0.0448967107
0.0652048662, 0.0439499170
0.0639427900, 0.0430992432
0.0629046410, 0.0423994996
0.0621410124, 0.0418847948
0.0616310574, 0.0415410697
0.0612841062, 0.0413072184
0.0609801449, 0.0411023386
0.0605992824, 0.0408456251
0.0600728393, 0.0404907912
0.0593958907, 0.0400345065
0.0586151667, 0.0395082757
0.0577941462, 0.0389548838
0.0569904260, 0.0384131558
0.0562404245, 0.0379076302
0.0555580817, 0.0374477133
0.0549416728, 0.0370322391
0.0543784685, 0.0366526209
0.0538562536, 0.0363006331
0.0533599779, 0.0359661318
0.0528783835, 0.0356415249
0.0524048992, 0.0353223830
0.0519370772, 0.0350070558
0.0514755845, 0.0346959941
0.0510228723, 0.0343908556
0.0505816303, 0.0340934470
0.0501533188, 0.0338047519
0.0497375913, 0.0335245393
0.0493321307, 0.0332512483
0.0489365011, 0.0329845808
0.0485479459, 0.0327226855
0.0481632352, 0.0324633792
0.0477810800, 0.0322057977
0.0474022739, 0.0319504738
0.0470281094, 0.0316982716
0.0466597602, 0.0314499959
0.0462980904, 0.0312062185
0.0459435247, 0.0309672337
0.0455963835, 0.0307332464
0.0452569649, 0.0305044707
0.0449260585, 0.0302814301
0.0446048751, 0.0300649442
0.0442951135, 0.0298561547
0.0439987853, 0.0296564214
0.0437179692, 0.0294671450
0.0434543751, 0.0292894747
0.0432093330, 0.0291243084
0.0429835171, 0.0289721042
0.0427770354, 0.0288329292
0.0425898470, 0.0287067574
0.0424196310, 0.0285920296
0.0422669835, 0.0284891389
0.0421304852, 0.0283971354
0.0420099869, 0.0283159148
0.0419035740, 0.0282441918
0.0418103822, 0.0281813778
0.0417288989, 0.0281264558
0.0416579284, 0.0280786194
0.0415962301, 0.0280370321
0.0415427387, 0.0280009769
0.0414962471, 0.0279696435
0.0414556153, 0.0279422551
0.0414196551, 0.0279180165
0.0413871445, 0.0278961025
0.0413569510, 0.0278757513
0.0413280651, 0.0278562810
0.0412999764, 0.0278373491
0.0412712432, 0.0278179813
0.0412419327, 0.0277982261
0.0412123539, 0.0277782902
0.0411822312, 0.0277579837
0.0411516838, 0.0277373958
0.0411209986, 0.0277167130
0.0410906337, 0.0276962463
0.0410616733, 0.0276767258
0.0410334803, 0.0276577231
0.0410067029, 0.0276396759
0.0409812145, 0.0276224930
0.0409569070, 0.0276061110
0.0409337133, 0.0275904778
0.0409115143, 0.0275755133
0.0408902392, 0.0275611766
0.0408697352, 0.0275473539
0.0408498645, 0.0275339596
0.0408304632, 0.0275208838
0.0408113897, 0.0275080279
0.0407925099, 0.0274953023
0.0407737270, 0.0274826419
0.0407549813, 0.0274700075
0.0407362729, 0.0274573993
0.0407176204, 0.0274448246
0.0406990908, 0.0274323337
0.0406807661, 0.0274199825
0.0406627618, 0.0274078473
0.0406451300, 0.0273959637
0.0406280346, 0.0273844432
0.0406115241, 0.0273733139
0.0405956544, 0.0273626149
0.0405804515, 0.0273523703
0.0405659564, 0.0273425970
0.0405521952, 0.0273333229
0.0405391715, 0.0273245461
0.0405268744, 0.0273162574
0.0405152962, 0.0273084510
0.0405044220, 0.0273011215
0.0404941998, 0.0272942334
0.0404845849, 0.0272877514
0.0404755697, 0.0272816755
0.0404670537, 0.0272759367
0.0404589735, 0.0272704903
0.0404512957, 0.0272653140
0.0404439457, 0.0272603612
0.0404368415, 0.0272555724
0.0404299833, 0.0272509493
