0.2309772223, 0.0891307741
0.1630083621, 0.0629025698
0.1509131491, 0.0582352057
0.1440416127, 0.0555835813
0.1385336667, 0.0534581430
0.1337271780, 0.0516033880
0.1293933690, 0.0499310307
0.1253885925, 0.0483856499
0.1216323003, 0.0469361506
0.1180528551, 0.0455548950
0.1145240590, 0.0441931821
0.1109069362, 0.0427973866
0.1071262062, 0.0413384587
0.1032192558, 0.0398308225
0.0993462652, 0.0383362882
0.0957164690, 0.0369356014
0.0924757048, 0.0356850401
0.0896634832, 0.0345998444
0.0872420818, 0.0336654596
0.0851341784, 0.0328520536
0.0832447037, 0.0321229286
0.0814801455, 0.0314420126
0.0797830373, 0.0307871234
0.0781654119, 0.0301629063
0.0766987801, 0.0295969527
0.0754579902, 0.0291181486
0.0744722560, 0.0287377704
0.0737219527, 0.0284482390
0.0731635243, 0.0282327496
0.0727507249, 0.0280734561
0.0724446923, 0.0279553626
0.0722156316, 0.0278669689
0.0720415786, 0.0277998075
0.0719069019, 0.0277478360
0.0718006343, 0.0277068298
0.0717149824, 0.0276737753
0.0716442689, 0.0276464894
0.0715847686, 0.0276235305
0.0715336502, 0.0276038051
0.0714888275, 0.0275865067
0.0714489520, 0.0275711194
0.0714130625, 0.0275572669
0.0713803545, 0.0275446475
0.0713502318, 0.0275330245
0.0713224187, 0.0275222901
0.0712964684, 0.0275122803
0.0712720975, 0.0275028739
0.0712492764, 0.0274940673
0.0712277666, 0.0274857674
0.0712074339, 0.0274779201
0.0711882263, 0.0274705105
0.0711699277, 0.0274634492
0.0711526275, 0.0274567716
0.0711361766, 0.0274504237
0.0711204782, 0.0274443664
0.0711055398, 0.0274386033
0.0710913166, 0.0274331123
0.0710777715, 0.0274278875
0.0710649267, 0.0274229310
0.0710525662, 0.0274181589
0.0710408092, 0.0274136197
0.0710295960, 0.0274092946
0.0710188225, 0.0274051391
0.0710086226, 0.0274012033
0.0709987208, 0.0273973830
0.0709893331, 0.0273937583
0.0709803700, 0.0273902994
0.0709718019, 0.0273869932
0.0709636956, 0.0273838695
0.0709557310, 0.0273807906
0.0709482729, 0.0273779128
0.0709409937, 0.0273751058
0.0709340647, 0.0273724329
0.0709275305, 0.0273699127
0.0709211305, 0.0273674428
0.0709151253, 0.0273651239
0.0709092617, 0.0273628607
0.0709036738, 0.0273607038
0.0708983094, 0.0273586325
0.0708931461, 0.0273566395
0.0708882809, 0.0273547638
0.0708834529, 0.0273529012
0.0708790347, 0.0273511931
0.0708746091, 0.0273494888
0.0708704516, 0.0273478869
0.0708664581, 0.0273463447
0.0708626583, 0.0273448769
0.0708588958, 0.0273434259
0.0708554164, 0.0273420811
0.0708519518, 0.0273407437
0.0708486885, 0.0273394864
0.0708455369, 0.0273382701
0.0708425865, 0.0273371339
0.0708396286, 0.0273359902
0.0708368048, 0.0273349024
0.0708340779, 0.0273338482
0.0708315745, 0.0273328833
0.0708290786, 0.0273319203
0.0708266944, 0.0273309965
0.0708244592, 0.0273301359
0.0708222836, 0.0273292977
0.0708201379, 0.0273284689
0.0708181486, 0.0273277014
0.0708161145, 0.0273269191
0.0708142295, 0.0273261871
0.0708124116, 0.0273254868
0.0708107576, 0.0273248497
